id,order_id,product_id,quantity,price
1152,152,52,3,80.99
1153,153,53,4,81.99
1154,154,54,5,82.99
1155,155,55,1,83.99
1156,156,56,2,84.99
1157,157,57,3,85.99
1158,158,58,4,86.99
1159,159,59,5,87.99
1160,160,60,1,88.99
1161,161,61,2,89.99
1162,162,62,3,90.99
1163,163,63,4,91.99
1164,164,64,5,92.99
1165,165,65,1,93.99
1166,166,66,2,94.99
1167,167,67,3,95.99
1168,168,68,4,96.99
1169,169,69,5,97.99
1170,170,70,1,98.99
1171,171,71,2,9.99
1172,172,72,3,10.99
1173,173,73,4,11.99
1174,174,74,5,12.99
1175,175,75,1,13.99
1176,176,76,2,14.99
1177,177,77,3,15.99
1178,178,78,4,16.99
1179,179,79,5,17.99
1180,180,80,1,18.99
1181,181,81,2,19.99
1182,182,82,3,20.99
1183,183,83,4,21.99
1184,184,84,5,22.99
1185,185,85,1,23.99
1186,186,86,2,24.99
1187,187,87,3,25.99
1188,188,88,4,26.99
1189,189,89,5,27.99
1190,190,90,1,28.99
1191,191,91,2,29.99
1192,192,92,3,30.99
1193,193,93,4,31.99
1194,194,94,5,32.99
1195,195,95,1,33.99
1196,196,96,2,34.99
1197,197,97,3,35.99
1198,198,98,4,36.99
1199,199,99,5,37.99
1200,200,100,1,38.99
1201,201,1,2,39.99
1202,202,2,3,40.99
1203,203,3,4,41.99
1204,204,4,5,42.99
1205,205,5,1,43.99
1206,206,6,2,44.99
1207,207,7,3,45.99
1208,208,8,4,46.99
1209,209,9,5,47.99
1210,210,10,1,48.99
1211,211,11,2,49.99
1212,212,12,3,50.99
1213,213,13,4,51.99
1214,214,14,5,52.99
1215,215,15,1,53.99
1216,216,16,2,54.99
1217,217,17,3,55.99
1218,218,18,4,56.99
1219,219,19,5,57.99
1220,220,20,1,58.99
1221,221,21,2,59.99
1222,222,22,3,60.99
1223,223,23,4,61.99
1224,224,24,5,62.99
1225,225,25,1,63.99
1226,226,26,2,64.99
1227,227,27,3,65.99
1228,228,28,4,66.99
1229,229,29,5,67.99
1230,230,30,1,68.99
1231,231,31,2,69.99
1232,232,32,3,70.99
1233,233,33,4,71.99
1234,234,34,5,72.99
1235,235,35,1,73.99
1236,236,36,2,74.99
1237,237,37,3,75.99
1238,238,38,4,76.99
1239,239,39,5,77.99
1240,240,40,1,78.99
1241,241,41,2,79.99
1242,242,42,3,80.99
1243,243,43,4,81.99
1244,244,44,5,82.99
1245,245,45,1,83.99
1246,246,46,2,84.99
1247,247,47,3,85.99
1248,248,48,4,86.99
1249,249,49,5,87.99
1250,250,50,1,88.99
1251,251,51,2,89.99
1252,252,52,3,90.99
1253,253,53,4,91.99
1254,254,54,5,92.99
1255,255,55,1,93.99
1256,256,56,2,94.99
1257,257,57,3,95.99
1258,258,58,4,96.99
1259,259,59,5,97.99
1260,260,60,1,98.99
1261,261,61,2,9.99
1262,262,62,3,10.99
1263,263,63,4,11.99
1264,264,64,5,12.99
1265,265,65,1,13.99
1266,266,66,2,14.99
1267,267,67,3,15.99
1268,268,68,4,16.99
1269,269,69,5,17.99
1270,270,70,1,18.99
1271,271,71,2,19.99
1272,272,72,3,20.99
1273,273,73,4,21.99
1274,274,74,5,22.99
1275,275,75,1,23.99
1276,276,76,2,24.99
1277,277,77,3,25.99
1278,278,78,4,26.99
1279,279,79,5,27.99
1280,280,80,1,28.99
1281,281,81,2,29.99
1282,282,82,3,30.99
1283,283,83,4,31.99
1284,284,84,5,32.99
1285,285,85,1,33.99
1286,286,86,2,34.99
1287,287,87,3,35.99
1288,288,88,4,36.99
1289,289,89,5,37.99
1290,290,90,1,38.99
1291,291,91,2,39.99
1292,292,92,3,40.99
1293,293,93,4,41.99
1294,294,94,5,42.99
1295,295,95,1,43.99
1296,296,96,2,44.99
1297,297,97,3,45.99
1298,298,98,4,46.99
1299,299,99,5,47.99
1300,300,100,1,48.99
1301,301,1,2,49.99
1302,302,2,3,50.99
1303,303,3,4,51.99
1304,304,4,5,52.99
1305,305,5,1,53.99
1306,306,6,2,54.99
1307,307,7,3,55.99
1308,308,8,4,56.99
1309,309,9,5,57.99
1310,310,10,1,58.99
1311,311,11,2,59.99
1312,312,12,3,60.99
1313,313,13,4,61.99
1314,314,14,5,62.99
1315,315,15,1,63.99
1316,316,16,2,64.99
1317,317,17,3,65.99
1318,318,18,4,66.99
1319,319,19,5,67.99
1320,320,20,1,68.99
1321,321,21,2,69.99
1322,322,22,3,70.99
1323,323,23,4,71.99
1324,324,24,5,72.99
1325,325,25,1,73.99
1326,326,26,2,74.99
1327,327,27,3,75.99
1328,328,28,4,76.99
1329,329,29,5,77.99
1330,330,30,1,78.99
1331,331,31,2,79.99
1332,332,32,3,80.99
1333,333,33,4,81.99
1334,334,34,5,82.99
1335,335,35,1,83.99
1336,336,36,2,84.99
1337,337,37,3,85.99
1338,338,38,4,86.99
1339,339,39,5,87.99
1340,340,40,1,88.99
1341,341,41,2,89.99
1342,342,42,3,90.99
1343,343,43,4,91.99
1344,344,44,5,92.99
1345,345,45,1,93.99
1346,346,46,2,94.99
1347,347,47,3,95.99
1348,348,48,4,96.99
1349,349,49,5,97.99
1350,350,50,1,98.99
1351,351,51,2,9.99
1352,352,52,3,10.99
1353,353,53,4,11.99
1354,354,54,5,12.99
1355,355,55,1,13.99
1356,356,56,2,14.99
1357,357,57,3,15.99
1358,358,58,4,16.99
1359,359,59,5,17.99
1360,360,60,1,18.99
1361,361,61,2,19.99
1362,362,62,3,20.99
1363,363,63,4,21.99
1364,364,64,5,22.99
1365,365,65,1,23.99
1366,366,66,2,24.99
1367,367,67,3,25.99
1368,368,68,4,26.99
1369,369,69,5,27.99
1370,370,70,1,28.99
1371,371,71,2,29.99
1372,372,72,3,30.99
1373,373,73,4,31.99
1374,374,74,5,32.99
1375,375,75,1,33.99
1376,376,76,2,34.99
1377,377,77,3,35.99
1378,378,78,4,36.99
1379,379,79,5,37.99
1380,380,80,1,38.99
1381,381,81,2,39.99
1382,382,82,3,40.99
1383,383,83,4,41.99
1384,384,84,5,42.99
1385,385,85,1,43.99
1386,386,86,2,44.99
1387,387,87,3,45.99
1388,388,88,4,46.99
1389,389,89,5,47.99
1390,390,90,1,48.99
1391,391,91,2,49.99
1392,392,92,3,50.99
1393,393,93,4,51.99
1394,394,94,5,52.99
1395,395,95,1,53.99
1396,396,96,2,54.99
1397,397,97,3,55.99
1398,398,98,4,56.99
1399,399,99,5,57.99
1400,400,100,1,58.99
1401,401,1,2,59.99
1402,402,2,3,60.99
1403,403,3,4,61.99
1404,404,4,5,62.99
1405,405,5,1,63.99
1406,406,6,2,64.99
1407,407,7,3,65.99
1408,408,8,4,66.99
1409,409,9,5,67.99
1410,410,10,1,68.99
1411,411,11,2,69.99
1412,412,12,3,70.99
1413,413,13,4,71.99
1414,414,14,5,72.99
1415,415,15,1,73.99
1416,416,16,2,74.99
1417,417,17,3,75.99
1418,418,18,4,76.99
1419,419,19,5,77.99
1420,420,20,1,78.99
1421,421,21,2,79.99
1422,422,22,3,80.99
1423,423,23,4,81.99
1424,424,24,5,82.99
1425,425,25,1,83.99
1426,426,26,2,84.99
1427,427,27,3,85.99
1428,428,28,4,86.99
1429,429,29,5,87.99
1430,430,30,1,88.99
1431,431,31,2,89.99
1432,432,32,3,90.99
1433,433,33,4,91.99
1434,434,34,5,92.99
1435,435,35,1,93.99
1436,436,36,2,94.99
1437,437,37,3,95.99
1438,438,38,4,96.99
1439,439,39,5,97.99
1440,440,40,1,98.99
1441,441,41,2,9.99
1442,442,42,3,10.99
1443,443,43,4,11.99
1444,444,44,5,12.99
1445,445,45,1,13.99
1446,446,46,2,14.99
1447,447,47,3,15.99
1448,448,48,4,16.99
1449,449,49,5,17.99
1450,450,50,1,18.99
1451,451,51,2,19.99
1452,452,52,3,20.99
1453,453,53,4,21.99
1454,454,54,5,22.99
1455,455,55,1,23.99
1456,456,56,2,24.99
1457,457,57,3,25.99
1458,458,58,4,26.99
1459,459,59,5,27.99
1460,460,60,1,28.99
1461,461,61,2,29.99
1462,462,62,3,30.99
1463,463,63,4,31.99
1464,464,64,5,32.99
1465,465,65,1,33.99
1466,466,66,2,34.99
1467,467,67,3,35.99
1468,468,68,4,36.99
1469,469,69,5,37.99
1470,470,70,1,38.99
1471,471,71,2,39.99
1472,472,72,3,40.99
1473,473,73,4,41.99
1474,474,74,5,42.99
1475,475,75,1,43.99
1476,476,76,2,44.99
1477,477,77,3,45.99
1478,478,78,4,46.99
1479,479,79,5,47.99
1480,480,80,1,48.99
1481,481,81,2,49.99
1482,482,82,3,50.99
1483,483,83,4,51.99
1484,484,84,5,52.99
1485,485,85,1,53.99
1486,486,86,2,54.99
1487,487,87,3,55.99
1488,488,88,4,56.99
1489,489,89,5,57.99
1490,490,90,1,58.99
1491,491,91,2,59.99
1492,492,92,3,60.99
1493,493,93,4,61.99
1494,494,94,5,62.99
1495,495,95,1,63.99
1496,496,96,2,64.99
1497,497,97,3,65.99
1498,498,98,4,66.99
1499,499,99,5,67.99
1500,500,100,1,68.99
